Store_ID,Department,Region,Product_Category,Date,Weekly_Sales,Cost,Profit,Holiday_Flag,Temperature,CPI
10,8,North,Home,16-09-2023,24053.75,17261.46,6792.29,0,20.88,252.98
3,9,East,Home,17-10-2024,46669.62,34082.24,12587.38,0,17.53,242.48
14,6,West,Home,15-04-2024,14800.6,11999.57,2801.03,0,30.5,252.11
19,3,West,Home,12-01-2023,36201.32,28921.19,7280.13,0,30.52,223.01
5,10,North,Electronics,26-11-2023,36828.24,26320.74,10507.5,0,25.06,218.8
5,3,South,Home,24-12-2023,46510.24,33686.12,12824.12,0,33.34,222.84
20,1,North,Electronics,12-02-2024,37092.39,26128.31,10964.08,0,35.24,201.11
17,5,West,Sports,29-10-2024,31301.03,20990.96,10310.07,0,27.39,243.48
10,4,North,Sports,08-01-2024,45613.51,33637.3,11976.21,0,28.57,220.99
5,9,North,Groceries,08-01-2023,42310.94,34099.67,8211.27,0,18.49,218.8
4,9,West,Home,02-05-2023,37254.94,30645.54,6609.4,0,36.85,235.89
6,5,South,Sports,14-12-2023,6466.03,5390.48,1075.55,0,10.73,226.17
4,10,North,Sports,06-11-2024,21808.42,15536.75,6271.67,0,20.46,258.85
7,4,North,Clothing,31-03-2023,33435.04,27730.71,5704.33,0,31.65,221.38
7,7,East,Clothing,09-10-2024,34749.35,20917.54,13831.81,1,12.4,236.83
18,6,East,Electronics,28-11-2024,19369.32,14393.63,4975.69,0,15.5,218.7
3,4,West,Groceries,12-11-2023,11499.08,9638.2,1860.88,0,27.68,259.44
1,10,West,Clothing,27-06-2023,32223.04,25424.41,6798.63,1,26.8,226.71
4,2,West,Groceries,23-06-2024,17866.29,13260.7,4605.59,0,32.17,238.05
6,1,East,Sports,10-02-2023,15485.02,12285.7,3199.32,0,34.38,207.6
9,4,West,Electronics,04-12-2024,22953.12,20017.04,2936.08,0,13.86,243.98
14,4,North,Groceries,16-05-2024,40347.11,31063.83,9283.28,0,10.55,216.15
12,1,North,Clothing,25-05-2023,26953.41,22639.14,4314.27,0,30.69,226.92
20,6,South,Sports,20-07-2023,14742.15,13182.77,1559.38,0,19.04,252.99
4,4,West,Home,24-12-2024,10260.64,8328.26,1932.38,0,28.78,258.23
12,1,North,Sports,05-04-2024,27454.43,21194.76,6259.67,0,14.52,225.47
10,1,North,Clothing,11-07-2024,40746.49,24906.12,15840.37,0,24.07,250.09
7,1,South,Clothing,30-06-2024,34376.81,24488.09,9888.72,0,25.13,203.2
3,8,North,Home,10-09-2023,15446.7,11888.29,3558.41,0,27.55,250.85
14,10,South,Sports,25-01-2024,24651.8,20686.85,3964.95,0,25.4,237.77
10,8,South,Groceries,16-08-2024,43485.37,31806.57,11678.8,0,24.87,229.32
16,2,East,Groceries,13-09-2023,21942.04,19484.92,2457.12,1,19.98,253.4
16,7,North,Sports,09-12-2024,28943.63,19726.19,9217.44,0,12.14,250.72
10,8,East,Groceries,25-03-2024,21030.42,17315.82,3714.6,0,12.69,217.82
13,8,North,Sports,10-01-2023,10588.09,7683.88,2904.21,0,23.01,247.49
6,10,East,Sports,30-08-2023,7245.68,5403.8,1841.88,0,20.67,205.97
12,7,South,Clothing,08-09-2023,30014.21,25234.47,4779.74,0,25.48,249.37
9,5,South,Electronics,05-01-2023,5933.7,4087.52,1846.18,0,19.15,240.53
13,1,South,Clothing,29-04-2023,9655.08,6073.47,3581.61,0,30.64,205.27
4,9,South,Groceries,09-01-2024,20640.39,15605.72,5034.67,0,35.92,240.98
11,7,North,Electronics,06-03-2023,6958.41,5278.92,1679.49,0,18.97,234.83
20,2,West,Sports,26-05-2023,23020.04,19317.27,3702.77,0,15.79,235.67
18,6,North,Groceries,12-08-2023,15029.52,13383.72,1645.8,1,13.49,217.45
11,2,East,Home,27-08-2023,20744.29,12790.73,7953.56,0,28.49,215.99
4,1,North,Groceries,26-06-2023,40602.19,31568.48,9033.71,0,23.32,245.75
18,7,North,Electronics,09-10-2023,33186.4,26694.59,6491.81,0,15.64,215.41
1,2,East,Electronics,04-03-2023,25043.05,22432.07,2610.98,0,29.59,226.78
7,2,South,Sports,05-08-2023,9132.5,8061.96,1070.54,0,14.45,241.69
6,5,East,Home,19-11-2024,32861.73,26740.75,6120.98,0,26.63,204.78
15,5,East,Sports,05-04-2024,12366.93,9356.04,3010.89,0,25.81,235.67
18,7,West,Home,01-09-2024,8446.39,5477.12,2969.27,0,32.03,235.36
11,1,West,Home,15-04-2023,34879.82,24947.89,9931.93,0,11.65,241.05
20,8,South,Sports,09-04-2023,46042.7,35707.8,10334.9,0,36.64,222.2
15,3,East,Groceries,25-05-2024,25726.7,21033.12,4693.58,0,31.09,226.94
16,4,East,Clothing,20-01-2024,6844.82,5411.65,1433.17,0,16.48,219.8
7,9,East,Home,09-02-2024,44613.4,36325.87,8287.53,0,15.5,248.49
10,4,North,Electronics,01-06-2024,8013.82,5840.04,2173.78,0,22.95,207.84
12,10,West,Sports,20-04-2024,44038.1,36035.86,8002.24,0,34.53,257.78
14,5,West,Groceries,09-12-2024,25921.01,16670.38,9250.63,1,35.29,238.09
5,7,South,Home,06-10-2024,21442.75,13911.54,7531.21,0,25.61,253.21
18,4,West,Groceries,12-03-2024,29425.88,19092.97,10332.91,0,35.82,225.57
5,1,West,Sports,23-01-2023,48068.82,41688.14,6380.68,0,10.16,219.94
3,9,South,Electronics,18-07-2024,45443.32,28302.56,17140.76,0,11.06,254.04
5,4,East,Home,07-11-2024,26164.85,21990.31,4174.54,0,37.35,205.93
17,9,North,Home,14-12-2024,36312.05,24331.66,11980.39,0,33.26,207.03
19,6,South,Groceries,02-04-2024,39534.21,29276.23,10257.98,1,23.52,217.96
19,1,West,Sports,24-03-2023,36205.77,31672.34,4533.43,0,32.61,257.59
12,3,South,Clothing,25-05-2023,42319.74,32830.86,9488.88,0,38.67,237.98
9,2,West,Home,26-03-2023,6552.22,4344.35,2207.87,0,33.16,233.25
1,9,East,Electronics,19-03-2023,19659.19,13471.01,6188.18,0,35.27,242.32
18,1,East,Home,01-04-2024,48169.81,42203.21,5966.6,0,32.82,225.05
4,9,East,Home,01-01-2023,47720.13,34747.09,12973.04,0,15.05,245.48
10,9,West,Clothing,20-02-2023,10278.97,7977.46,2301.51,1,35.01,223.59
7,8,South,Clothing,15-11-2024,14064.81,10379.54,3685.27,0,15.85,249.58
1,8,West,Sports,17-12-2024,49719.65,35476.53,14243.12,0,36.78,216.04
17,1,East,Home,21-03-2024,27177.13,18126.7,9050.43,0,23.76,216.65
2,8,East,Home,24-03-2024,30778.97,24803.46,5975.51,0,30.31,231.34
11,10,East,Groceries,02-05-2024,12488.91,10184.36,2304.55,0,24.92,225.85
9,3,West,Groceries,03-02-2023,45245.1,30878.22,14366.88,0,12.82,238.89
7,7,North,Electronics,14-12-2023,15406.89,12890.99,2515.9,0,18.72,221.86
17,1,East,Electronics,05-04-2023,13534.14,11590.1,1944.04,0,39.51,213.83
17,1,South,Groceries,13-03-2023,25176.86,22060.03,3116.83,1,38.82,228.19
2,10,East,Electronics,04-07-2024,50064.25,32459.84,17604.41,1,19.61,233.66
6,5,West,Home,03-06-2023,36628.1,25316.5,11311.6,0,39.89,208.56
14,5,South,Clothing,07-09-2023,39586.84,33969.71,5617.13,0,35.37,233.4
6,8,West,Home,04-11-2024,21966.64,14488.36,7478.28,0,28.33,219.16
2,7,North,Groceries,13-03-2024,45912.97,27595.56,18317.41,0,11.2,223.55
1,8,North,Sports,28-04-2023,40523.36,34900.67,5622.69,0,37.04,216.76
10,6,West,Sports,02-11-2023,38776.88,27063.74,11713.14,0,26.72,255.88
5,6,East,Groceries,25-09-2023,48692.31,35270.24,13422.07,0,36.05,241
2,2,South,Home,23-02-2023,21478.86,15763.34,5715.52,0,35.03,215.75
16,6,East,Electronics,24-08-2023,32493.81,27765.39,4728.42,0,34.99,238.7
2,5,West,Electronics,24-01-2024,45946.84,32225.63,13721.21,0,30.95,250.91
10,3,West,Sports,05-02-2024,40590,35219.29,5370.71,0,18.74,224.1
2,6,East,Groceries,15-09-2024,30352.05,23828.84,6523.21,0,20.08,249.8
16,8,South,Groceries,30-10-2023,8429.62,6391.22,2038.4,0,19.25,209.26
16,9,South,Clothing,26-07-2023,34372.55,23981.19,10391.36,0,10.6,249.37
19,1,South,Sports,17-08-2023,34391.67,23149.5,11242.17,1,27.48,232.42
7,3,South,Groceries,31-07-2024,13288.12,10460.64,2827.48,0,30.97,213.38
12,3,South,Clothing,16-03-2023,44701.39,32813.87,11887.52,0,35.62,224.43
15,8,North,Electronics,10-03-2024,20446.19,17852.69,2593.5,0,14.2,259.28
8,1,North,Sports,13-04-2023,28748.1,21488.96,7259.14,1,26.33,247.01
6,5,West,Sports,26-02-2024,35258.07,26568.31,8689.76,0,10.24,234.51
10,3,North,Groceries,04-12-2024,26995.94,19572.52,7423.42,0,12.85,206.91
3,2,South,Groceries,02-11-2023,15564.29,13023.87,2540.42,1,11.63,225.07
19,8,South,Home,08-04-2023,22434.87,16320.29,6114.58,0,31.76,215.78
17,3,South,Electronics,01-12-2023,14759.63,10048.39,4711.24,1,12.43,204.26
7,7,West,Electronics,10-03-2024,17564.36,15080.92,2483.44,1,31.49,232.53
20,1,West,Clothing,22-03-2024,15289.29,11911.1,3378.19,1,17.49,253.35
4,6,East,Clothing,04-11-2023,13159.09,10230.57,2928.52,0,36.33,240.54
14,3,North,Home,06-09-2023,19870.13,15563.21,4306.92,0,34.39,214.98
20,8,North,Electronics,15-06-2023,29219.83,23833.21,5386.62,0,38.73,234.42
15,6,East,Clothing,25-04-2024,46367.47,32175.33,14192.14,0,36.51,256.59
8,2,East,Electronics,01-12-2023,29314.71,17886.47,11428.24,0,38,243.37
15,6,North,Electronics,25-06-2024,36752.16,30988.61,5763.55,0,35.76,241.37
20,7,South,Clothing,16-04-2023,21095.47,13473.08,7622.39,0,30.8,258.09
14,5,North,Groceries,16-07-2024,38823.39,31701.08,7122.31,0,15.11,247.93
9,3,South,Groceries,22-03-2023,32921.09,20565.63,12355.46,0,18.15,208.2
8,4,West,Clothing,13-05-2023,25690.73,18307.02,7383.71,0,16.38,220.86
17,4,North,Home,18-05-2023,13719.6,8491.17,5228.43,0,28.11,257.91
2,6,North,Sports,03-07-2023,18659.34,14118.85,4540.49,0,25.11,229.38
3,10,West,Electronics,05-02-2024,32942.57,26220.33,6722.24,0,36.01,206.7
8,1,West,Sports,26-11-2023,24172.53,15746.71,8425.82,0,38.58,227.52
12,4,West,Clothing,22-05-2024,45022.4,32032.91,12989.49,0,22.15,241.82
1,10,West,Electronics,10-03-2023,15567.81,13685.22,1882.59,0,25.19,259.85
10,4,West,Sports,29-06-2024,8288.27,6072.95,2215.32,0,39.15,219.43
20,10,East,Groceries,22-02-2023,31520.69,26501.43,5019.26,0,18.29,230.85
3,1,East,Home,25-03-2024,44872.29,39404.84,5467.45,0,33.77,252.78
6,9,West,Sports,24-07-2023,27758.14,24768.69,2989.45,1,16.76,221.32
7,4,West,Home,06-05-2023,34147.01,29690.71,4456.3,0,30.44,206.56
20,7,West,Groceries,12-02-2023,15413.57,10715.85,4697.72,0,17.61,256.94
18,3,West,Sports,21-04-2023,30131.24,26779.8,3351.44,0,36.51,229.31
11,10,South,Clothing,24-10-2024,40405.64,34090.99,6314.65,0,26.84,230.17
19,3,South,Electronics,02-07-2023,44016.42,37464.69,6551.73,0,15.58,237.27
5,8,West,Groceries,05-04-2023,9730.36,5882.51,3847.85,0,16.73,200.21
19,8,West,Home,09-01-2024,21036.85,18644.36,2392.49,0,24.82,255.87
11,1,North,Home,03-06-2024,33784,28156.5,5627.5,0,38.85,221.69
12,10,West,Groceries,26-12-2023,6562.53,5449.46,1113.07,0,33.09,223.82
10,2,West,Clothing,26-11-2024,36077.68,22528.97,13548.71,0,24.65,210.45
8,8,East,Clothing,08-10-2023,28761.52,19263.62,9497.9,0,20.13,222.69
9,1,South,Home,14-07-2023,22957.4,20401.75,2555.65,1,26.48,248.24
4,8,West,Groceries,14-07-2023,41659.45,31253.05,10406.4,0,32.45,248
5,8,South,Groceries,28-10-2024,18052.28,12986.04,5066.24,0,33.52,256.15
8,2,South,Electronics,03-04-2023,49613.68,42269.97,7343.71,0,19.74,224.19
9,4,North,Home,02-11-2024,41736.66,26135.59,15601.07,0,31.63,242.52
15,6,South,Clothing,02-03-2023,36859.12,26725.91,10133.21,0,29.73,230.43
15,9,South,Sports,25-09-2024,7760.64,5531.09,2229.55,0,38.77,248.24
16,8,West,Clothing,20-02-2023,45693.97,32212.21,13481.76,0,37.93,242.75
14,8,East,Clothing,07-02-2024,40552.49,28074.8,12477.69,0,33.68,222.07
8,7,West,Sports,05-01-2023,15306.13,10148.31,5157.82,0,31.7,220.2
18,9,West,Home,10-04-2024,22651.17,14765.69,7885.48,0,18.22,215.15
10,2,East,Electronics,26-08-2024,26687.13,21139.46,5547.67,1,35.38,234.59
20,3,East,Clothing,12-11-2024,49298.72,43176.73,6121.99,0,22.83,257.83
6,10,North,Clothing,17-06-2024,43438.84,32694.48,10744.36,0,18.17,212
12,8,East,Home,09-02-2024,46860.14,32305.02,14555.12,0,21.52,205.72
2,6,West,Home,27-05-2024,40494.84,26230.45,14264.39,0,35.08,207.16
7,10,East,Groceries,06-10-2024,32240.8,27373.83,4866.97,1,14.46,246.99
16,9,East,Home,21-08-2023,14244.54,12698.26,1546.28,0,23.68,221.01
3,10,East,Home,07-06-2024,14363.61,10122.71,4240.9,0,24.77,213.46
13,4,South,Clothing,12-12-2023,11825.73,8127.65,3698.08,0,11.1,221.17
3,8,North,Electronics,15-02-2023,29599.23,23100.66,6498.57,0,15.87,238.72
18,10,South,Clothing,29-06-2024,46398.49,38631.32,7767.17,0,34.8,232.81
11,3,South,Home,19-03-2023,49630.91,36559.16,13071.75,0,34.92,244.62
8,3,North,Groceries,30-12-2024,17928.49,14145.97,3782.52,0,18.77,220.34
6,8,South,Electronics,14-03-2023,42795.42,34876.76,7918.66,1,36.25,227.12
1,5,East,Groceries,06-09-2023,31869.41,28305.7,3563.71,0,33.15,206.12
1,3,North,Sports,16-02-2023,27002.13,17538.19,9463.94,0,22.54,204.38
8,10,South,Groceries,01-05-2023,34959.59,31436.18,3523.41,0,32.45,227.74
5,1,West,Groceries,02-08-2023,21711.34,15581.08,6130.26,0,38.84,218.1
16,3,South,Home,27-08-2023,47501.81,38807.08,8694.73,0,23.77,236.77
11,9,West,Home,25-02-2023,36745.2,28357.16,8388.04,0,17.15,202.58
5,5,East,Home,16-12-2023,38939.05,29048.55,9890.5,0,38.25,207.31
4,10,West,Home,17-04-2023,15908.99,12877.1,3031.89,0,28.11,251.91
6,2,South,Home,17-02-2023,16903.58,12149.05,4754.53,1,13.16,233.98
14,7,South,Groceries,26-07-2024,22745.34,14507.73,8237.61,0,27.18,242.72
19,2,South,Sports,03-12-2023,39500.26,29493.58,10006.68,0,25.02,250.52
9,4,North,Home,26-01-2023,47245.82,35744.99,11500.83,0,35.67,227.83
12,7,North,Sports,14-09-2023,29285.93,19345.43,9940.5,1,25.92,245.66
11,4,South,Sports,08-01-2023,39837.06,35083.93,4753.13,0,17.66,231.48
14,7,South,Clothing,16-09-2024,26168.34,17486.8,8681.54,0,30.27,213.36
16,7,East,Clothing,10-09-2023,18285.27,13216.01,5069.26,0,26.28,220.26
1,1,North,Electronics,22-11-2024,46730.79,30210.47,16520.32,1,16.99,229.42
13,6,North,Clothing,19-12-2024,46788.06,35593.5,11194.56,1,27.21,219.01
13,9,North,Home,30-10-2023,14127.84,9780.58,4347.26,0,34.65,220.13
2,2,West,Sports,30-09-2024,18732.63,13989.19,4743.44,0,10.86,220.24
4,3,South,Electronics,25-02-2023,27264.96,18196.23,9068.73,0,28.93,207.37
6,10,East,Clothing,26-12-2024,13393.48,8252.16,5141.32,0,20.49,205.08
5,5,East,Groceries,09-06-2024,46797.54,39018.29,7779.25,0,18.78,202.79
3,9,South,Electronics,18-04-2024,31610.03,25045.45,6564.58,0,21.78,206.66
1,4,South,Home,28-01-2023,19361.83,13596.3,5765.53,1,20.26,220.62
4,1,East,Sports,19-03-2023,13281.34,8158.04,5123.3,0,34.97,235.63
20,4,West,Home,04-08-2023,47945.99,41217.85,6728.14,0,18.24,211.29
2,6,East,Home,21-01-2024,38217.59,24877.3,13340.29,0,31.99,253.28
5,5,West,Groceries,31-12-2023,38048.23,33452.87,4595.36,0,12.82,248.5
3,1,West,Groceries,27-10-2024,8262.44,6143.77,2118.67,0,38.54,231.23
9,4,North,Sports,09-06-2024,45288.45,31797.75,13490.7,0,28.67,243.45
20,6,South,Clothing,29-11-2024,24968.09,20536.95,4431.14,0,31.2,221.98
6,10,North,Home,08-11-2023,36809.32,31768.35,5040.97,1,18.94,202.21
18,10,West,Clothing,07-01-2023,48186.01,34270.57,13915.44,0,22.36,254.26
6,4,East,Sports,03-01-2023,9500.56,6861.33,2639.23,0,16.71,207.67
19,9,North,Home,14-09-2024,26702.44,19491.38,7211.06,0,37.98,256.88
12,5,East,Clothing,29-12-2023,7232.57,6340.77,891.8,0,24.64,234.31
11,8,West,Home,22-05-2024,27479.54,22197.13,5282.41,0,28.91,218.33
2,9,East,Groceries,01-10-2023,16351.67,11025.83,5325.84,0,32.03,229.73
15,10,North,Groceries,20-05-2024,45997.95,30151.65,15846.3,0,21.13,230.1
12,5,West,Electronics,15-01-2023,22932.16,15344.14,7588.02,0,31.6,201.4
12,6,South,Sports,11-07-2023,33524.26,22765.29,10758.97,0,30.28,221.33
9,1,North,Clothing,22-09-2024,43712.93,29246.36,14466.57,0,31.17,244.39
2,7,North,Home,29-04-2024,49266.13,39292.3,9973.83,0,24.68,230.6
3,4,South,Electronics,28-01-2023,36482,23158.05,13323.95,1,21.49,214.65
12,2,West,Sports,14-12-2024,25509.1,18269.81,7239.29,0,16.66,220.11
16,5,South,Sports,08-02-2023,8408.28,6621.66,1786.62,0,34.74,251.78
1,3,North,Sports,30-09-2023,15098.08,10376.28,4721.8,1,28.25,231.53
3,6,West,Clothing,19-08-2023,32396.09,20072.04,12324.05,0,23.33,231.7
20,8,East,Groceries,27-03-2023,7945.9,4962.59,2983.31,0,38.32,257.69
2,7,North,Electronics,18-04-2024,30840.66,19669.87,11170.79,1,11.44,219.25
9,3,East,Clothing,06-05-2023,5162.29,4391.83,770.46,0,35.51,228.77
19,8,South,Home,20-06-2024,39039.61,31128.59,7911.02,1,39.93,248.7
15,2,West,Clothing,25-05-2023,32709.09,20258.59,12450.5,1,36.61,245.53
18,10,South,Home,08-06-2024,10715.93,7686.76,3029.17,0,34.31,215.95
11,9,East,Home,31-07-2023,18336.54,12534.41,5802.13,0,21.23,209.07
16,4,North,Sports,25-01-2023,30634.73,23693.27,6941.46,0,16.94,242.04
17,1,West,Clothing,02-08-2024,34552.1,26150.47,8401.63,0,32.05,215.46
5,8,South,Groceries,29-01-2024,25805.11,19207.7,6597.41,0,19.14,255.36
12,7,East,Home,08-03-2023,41178.16,28592.21,12585.95,0,15.28,207.75
11,5,East,Sports,21-08-2023,10059.82,6451.76,3608.06,0,33.6,219.1
15,10,North,Groceries,19-04-2023,8804.56,7243.63,1560.93,0,19.38,203.29
3,5,East,Clothing,26-05-2023,6990.99,6039.91,951.08,0,37.43,242.2
1,7,West,Groceries,21-04-2023,29112.25,25713.26,3398.99,0,35.22,253.48
20,5,East,Clothing,16-08-2023,36780.43,22715.07,14065.36,0,35.43,238.15
16,8,North,Home,21-04-2023,10873.46,8937.69,1935.77,0,33.15,256.27
2,6,South,Electronics,14-04-2024,43628.92,35686.32,7942.6,1,36.43,207.71
2,5,West,Electronics,03-02-2023,32681.69,28894.96,3786.73,1,34.17,205.26
3,9,South,Home,14-09-2024,49430.5,33408.81,16021.69,0,28.08,250.3
8,2,South,Groceries,04-01-2024,41599.78,34222.21,7377.57,1,18.87,251.33
15,1,East,Clothing,17-08-2024,34586.3,21318.58,13267.72,0,36.65,249.86
7,8,East,Electronics,07-07-2024,30670.24,24210.28,6459.96,0,35.22,247.94
6,3,North,Clothing,29-02-2024,49881.48,35179.13,14702.35,0,24.19,221.73
9,7,East,Home,04-09-2024,49120.66,40803.2,8317.46,0,11.17,213.05
20,10,East,Groceries,01-06-2024,37689.32,32374.8,5314.52,1,29.16,255.73
1,8,South,Clothing,22-11-2024,25483.25,18079,7404.25,0,11.52,218.42
8,6,West,Groceries,09-10-2023,25795.17,19544.38,6250.79,0,37.79,223.9
3,10,East,Electronics,16-11-2023,24275.41,15420.26,8855.15,0,38.85,241.97
4,9,West,Clothing,18-03-2024,28912.92,20963.95,7948.97,0,15.68,217.6
15,7,East,Sports,11-11-2023,17311.29,12260.55,5050.74,0,30.29,249.15
6,10,East,Electronics,12-01-2024,46705.5,30589.16,16116.34,0,12.77,204.2
15,5,North,Groceries,16-10-2023,27060.35,23497.68,3562.67,0,31.89,247.47
3,8,East,Home,12-03-2024,42890.35,27639.67,15250.68,0,20.42,236.11
14,2,North,Sports,23-10-2024,26388.67,20866.1,5522.57,0,30.43,234.38
20,7,South,Clothing,04-10-2023,37323.06,32360.69,4962.37,0,21.19,227.5
14,4,West,Electronics,10-12-2024,20159.69,17611.32,2548.37,0,14.37,216.62
4,9,East,Clothing,04-08-2024,33116.31,27750.54,5365.77,0,22.18,227.84
12,1,North,Clothing,17-05-2024,27426.72,17905.32,9521.4,0,13.38,227
17,7,South,Sports,15-09-2024,21520.14,18189.46,3330.68,0,27.31,235.03
7,6,East,Sports,30-05-2024,44670.03,30508.27,14161.76,0,11.23,216.89
9,8,North,Sports,16-12-2023,10072.03,8830.34,1241.69,0,25.82,204.66
3,5,North,Sports,21-03-2024,30890.11,25105.2,5784.91,1,36.59,208.71
13,1,South,Home,16-12-2023,13746.61,11486.4,2260.21,0,35.14,241.95
15,1,East,Groceries,29-08-2024,43747.48,27364.47,16383.01,0,36.48,201.35
18,9,East,Sports,25-10-2024,21475.81,16640.09,4835.72,1,37.66,251.39
19,10,West,Electronics,17-05-2023,33504.37,28356.18,5148.19,0,13.14,241.66
1,6,East,Clothing,31-08-2023,12450.36,10688.35,1762.01,0,13.86,246.09
6,10,North,Sports,26-06-2024,23221.12,14132.13,9088.99,0,26.71,250.16
2,5,West,Electronics,09-02-2023,45471.07,40094.01,5377.06,0,36.82,207.36
14,1,West,Home,17-08-2023,12472.9,7645.91,4826.99,0,39.23,249.35
6,6,East,Electronics,01-07-2024,37184.66,29166,8018.66,1,11.39,230.28
14,6,West,Electronics,11-08-2023,14202.97,11476.23,2726.74,0,20.67,253.13
4,3,North,Home,06-01-2023,23708.71,14988.73,8719.98,0,16.39,253.2
8,8,North,Home,18-11-2023,31620.85,19427.96,12192.89,1,32.68,201.45
3,1,South,Clothing,12-04-2024,32392.45,27063.04,5329.41,1,29.21,222.97
19,1,North,Sports,16-03-2023,32113.01,22973.69,9139.32,0,13.6,231.58
14,6,South,Electronics,04-01-2023,33805.91,21369.86,12436.05,0,24.51,240.7
20,10,West,Groceries,07-10-2024,17229.59,14279.89,2949.7,0,30.56,217.17
17,1,South,Groceries,28-04-2023,23061.54,19711.83,3349.71,0,33.37,215.13
8,6,East,Clothing,28-08-2024,6679.34,5184.61,1494.73,0,10.6,222.88
14,1,South,Groceries,18-05-2024,47099.45,30537.92,16561.53,1,36.71,230.06
6,6,East,Clothing,27-07-2024,42669.48,25796.55,16872.93,0,27.08,257.07
16,3,West,Sports,16-03-2024,13965.65,11315.54,2650.11,0,34.36,245.73
19,8,South,Clothing,13-07-2023,14064.98,10760.3,3304.68,0,34.24,225.76
14,6,North,Home,15-12-2024,6891.64,5480.5,1411.14,0,15.7,203.26
19,1,East,Home,27-01-2024,48667.27,41073.01,7594.26,0,13.31,210.11
3,5,West,Home,26-01-2023,41323.4,30177.17,11146.23,0,31.64,227.36
10,8,North,Home,10-03-2024,21231.64,13532.08,7699.56,0,14.69,248.83
19,3,East,Home,22-06-2023,26685.87,23536.8,3149.07,0,35.5,222.84
9,6,West,Home,27-10-2023,18138.51,13850.18,4288.33,0,31.79,232.31
20,5,West,Home,06-10-2024,31875.98,25009.52,6866.46,0,35.25,253.51
13,6,North,Home,22-11-2023,37278.88,32806.29,4472.59,0,18.97,254.83
7,10,West,Home,14-02-2024,25131.58,22102.6,3028.98,0,19.5,212.95
14,1,South,Sports,28-04-2023,44311.74,34192.2,10119.54,0,30.14,202.62
9,7,West,Home,24-12-2024,28266.16,19483.4,8782.76,0,10.94,218.32
19,9,East,Clothing,13-08-2023,11491.4,10332.31,1159.09,0,31.79,241.75
15,2,East,Sports,15-06-2024,33003.11,26542.59,6460.52,0,35.07,257.07
20,10,East,Groceries,23-04-2023,25800.39,18641.58,7158.81,0,22.45,204.62
14,5,South,Electronics,20-05-2023,47105.23,36174.51,10930.72,0,32.95,201.71
6,10,North,Sports,12-07-2024,28521.63,20671.06,7850.57,1,15.24,253.05
4,4,South,Home,01-01-2023,23128.96,20041.05,3087.91,0,19.67,244.89
8,6,South,Sports,31-03-2023,34284.8,25533.6,8751.2,0,39.23,259.53
17,6,South,Electronics,15-10-2024,28714.38,24322.76,4391.62,0,39.59,223.81
9,2,West,Electronics,16-11-2023,21850.24,18617.56,3232.68,0,25.38,224.96
1,2,North,Home,03-07-2024,55849.16,47320.98,8528.18,1,38.03,210.34
20,4,West,Home,19-05-2023,18598.35,15188.46,3409.89,0,25.68,206.95
14,1,South,Clothing,25-05-2024,17488.8,14978.52,2510.28,0,18.75,234.72
11,9,East,Electronics,16-09-2023,43899.24,31439.27,12459.97,0,18.01,221.86
3,7,South,Home,03-11-2024,5151.78,3268.28,1883.5,0,37.89,204.82
9,7,North,Electronics,20-11-2024,14056.39,11986.39,2070,0,15.17,253.22
14,3,East,Clothing,10-01-2023,31570.1,23660.23,7909.87,0,27.39,211.9
9,3,North,Groceries,18-09-2023,12310.27,7856.57,4453.7,0,26.67,244.92
4,1,South,Electronics,11-10-2024,49361.18,31324.3,18036.88,0,32.19,216.93
4,3,North,Clothing,21-06-2023,35482.75,22984.76,12497.99,1,24.98,248.77
8,3,West,Clothing,13-01-2023,41432.35,34193.79,7238.56,1,18.17,207.1
2,4,East,Clothing,17-06-2023,12216.81,9935.41,2281.4,0,15.08,245.36
9,4,North,Sports,03-10-2024,18022.01,11915.17,6106.84,0,28.62,205.89
14,3,East,Home,18-08-2024,32658.12,27892.55,4765.57,0,31.57,226.81
9,10,East,Electronics,17-11-2023,29729.9,20346.8,9383.1,0,27.09,244.04
16,8,South,Sports,15-11-2023,41834.28,35052.76,6781.52,1,32.15,210.39
17,8,South,Electronics,04-09-2024,17115.49,12779.14,4336.35,0,14.25,217.14
16,1,East,Sports,25-11-2023,34409.4,28197.29,6212.11,0,36.47,251.89
12,7,North,Home,03-07-2024,18093.9,12926.58,5167.32,0,27.47,253.11
3,2,East,Clothing,23-02-2024,31403.87,22112.79,9291.08,0,13.81,202.7
11,1,South,Electronics,28-08-2024,42214.9,35984.31,6230.59,1,23.86,210.09
14,3,North,Clothing,05-04-2023,20060.23,12248.59,7811.64,1,35.34,207.05
18,4,East,Home,03-08-2024,29688.49,26494.63,3193.86,0,36.93,210.78
5,6,South,Electronics,14-11-2023,5537.22,4399.07,1138.15,0,17.94,258.21
16,10,East,Groceries,24-08-2023,29924.02,21836.9,8087.12,1,31.34,233.1
20,5,East,Groceries,30-11-2023,42028.83,33136.22,8892.61,1,13,228.09
5,4,East,Groceries,11-01-2024,8277.47,5271.28,3006.19,0,11.01,259.07
3,8,North,Home,03-04-2024,47241.99,35630.65,11611.34,0,26.81,233.42
12,4,South,Groceries,17-05-2023,25644,22964.94,2679.06,0,30.84,239.67
1,10,South,Electronics,10-08-2024,47228.73,31670.68,15558.05,0,33.87,219.97
9,2,West,Groceries,30-06-2024,12208.01,9970.08,2237.93,1,20.21,222.93
